date/time: ,14/02/2024,02:20 p.m.
Run 1

time	(V)
0,804000	5,235329E-1
0,806000	5,109832E-1
0,808000	5,235329E-1
0,810000	5,160031E-1
0,812000	5,185130E-1
0,814000	5,160031E-1
0,816000	5,109832E-1
0,818000	5,235329E-1
0,820000	5,109832E-1
0,822000	5,185130E-1
0,824000	5,160031E-1
0,826000	5,160031E-1
0,828000	5,235329E-1
0,830000	5,134931E-1
0,832000	5,260429E-1
0,834000	5,160031E-1
0,836000	5,185130E-1
0,838000	5,185130E-1
0,840000	5,160031E-1
0,842000	5,235329E-1
0,844000	5,134931E-1
0,846000	5,260429E-1
0,848000	5,160031E-1
0,850000	5,185130E-1
0,852000	5,185130E-1
0,854000	5,134931E-1
0,856000	5,235329E-1
0,858000	5,160031E-1
0,860000	5,160031E-1
0,862000	5,185130E-1
0,864000	5,134931E-1
0,866000	5,235329E-1
0,868000	5,160031E-1
0,870000	5,185130E-1
0,872000	5,260429E-1
0,874000	5,084732E-1
0,876000	5,235329E-1
0,878000	5,185130E-1
0,880000	5,185130E-1
0,882000	5,185130E-1
0,884000	5,134931E-1
0,886000	5,235329E-1
0,888000	5,185130E-1
0,890000	5,185130E-1
0,892000	5,235329E-1
0,894000	5,134931E-1
0,896000	5,185130E-1
0,898000	5,160031E-1
0,900000	5,185130E-1
0,902000	5,235329E-1
0,904000	5,134931E-1
0,906000	5,185130E-1
0,908000	5,185130E-1
0,910000	5,109832E-1
0,912000	5,260429E-1
0,914000	5,134931E-1
0,916000	5,160031E-1
0,918000	5,185130E-1
0,920000	5,134931E-1
0,922000	5,235329E-1
0,924000	5,134931E-1
0,926000	5,210230E-1
0,928000	5,185130E-1
0,930000	5,185130E-1
0,932000	5,235329E-1
0,934000	5,109832E-1
0,936000	5,210230E-1
0,938000	5,160031E-1
0,940000	5,185130E-1
0,942000	5,235329E-1
0,944000	5,134931E-1
0,946000	5,235329E-1
0,948000	5,160031E-1
0,950000	5,185130E-1
0,952000	5,235329E-1
0,954000	5,109832E-1
0,956000	5,185130E-1
0,958000	5,160031E-1
0,960000	5,160031E-1
0,962000	5,235329E-1
0,964000	5,109832E-1
0,966000	5,185130E-1
0,968000	5,185130E-1
0,970000	5,160031E-1
0,972000	5,160031E-1
0,974000	5,109832E-1
0,976000	5,235329E-1
0,978000	5,185130E-1
0,980000	5,210230E-1
0,982000	5,210230E-1
0,984000	5,134931E-1
0,986000	5,235329E-1
0,988000	5,109832E-1
0,990000	5,235329E-1
0,992000	5,185130E-1
0,994000	5,109832E-1
0,996000	5,235329E-1
0,998000	5,109832E-1
1,000000	5,160031E-1
1,002000	5,160031E-1
1,004000	5,109832E-1
1,006000	5,235329E-1
1,008000	5,185130E-1
1,010000	4,705113E+0
1,012000	4,710133E+0
1,014000	4,697583E+0
1,016000	4,710133E+0
1,018000	4,702603E+0
1,020000	4,705113E+0
1,022000	4,710133E+0
1,024000	4,700093E+0
1,026000	4,715153E+0
1,028000	4,710133E+0
1,030000	4,702603E+0
1,032000	5,210230E-1
1,034000	5,134931E-1
1,036000	5,235329E-1
1,038000	5,185130E-1
1,040000	5,160031E-1
1,042000	5,235329E-1
1,044000	5,109832E-1
1,046000	5,235329E-1
1,048000	5,185130E-1
1,050000	5,134931E-1
1,052000	4,705113E+0
1,054000	4,697583E+0
1,056000	4,710133E+0
1,058000	4,700093E+0
1,060000	4,707623E+0
1,062000	4,710133E+0
1,064000	4,710133E+0
1,066000	5,235329E-1
1,068000	5,109832E-1
1,070000	5,235329E-1
1,072000	5,185130E-1
1,074000	5,185130E-1
1,076000	5,185130E-1
1,078000	5,109832E-1
1,080000	5,235329E-1
1,082000	5,134931E-1
1,084000	5,134931E-1
1,086000	4,705113E+0
1,088000	4,710133E+0
1,090000	4,715153E+0
1,092000	4,697583E+0
1,094000	4,710133E+0
1,096000	4,705113E+0
1,098000	5,160031E-1
1,100000	5,185130E-1
1,102000	5,185130E-1
1,104000	5,160031E-1
1,106000	5,185130E-1
1,108000	5,235329E-1
1,110000	5,109832E-1
1,112000	5,235329E-1
1,114000	5,109832E-1
1,116000	4,702603E+0
1,118000	4,702603E+0
1,120000	4,697583E+0
1,122000	4,712643E+0
1,124000	4,702603E+0
1,126000	4,710133E+0
1,128000	5,134931E-1
1,130000	5,210230E-1
1,132000	5,185130E-1
1,134000	5,160031E-1
1,136000	5,210230E-1
1,138000	5,185130E-1
1,140000	5,185130E-1
1,142000	5,235329E-1
1,144000	5,109832E-1
1,146000	5,185130E-1
1,148000	4,707623E+0
1,150000	4,700093E+0
1,152000	4,707623E+0
1,154000	4,705113E+0
1,156000	4,700093E+0
1,158000	4,705113E+0
1,160000	5,210230E-1
1,162000	5,134931E-1
1,164000	5,235329E-1
1,166000	5,185130E-1
1,168000	5,134931E-1
1,170000	5,235329E-1
1,172000	5,160031E-1
1,174000	5,160031E-1
1,176000	5,210230E-1
1,178000	4,705113E+0
1,180000	4,705113E+0
1,182000	4,710133E+0
1,184000	4,710133E+0
1,186000	4,707623E+0
1,188000	4,715153E+0
1,190000	5,185130E-1
1,192000	5,185130E-1
1,194000	5,235329E-1
1,196000	5,109832E-1
1,198000	5,185130E-1
1,200000	5,185130E-1
1,202000	5,109832E-1
1,204000	5,235329E-1
1,206000	5,160031E-1
1,208000	4,702603E+0
1,210000	4,710133E+0
1,212000	4,697583E+0
1,214000	4,710133E+0
1,216000	4,702603E+0
1,218000	4,700093E+0
1,220000	5,185130E-1
1,222000	5,109832E-1
1,224000	5,235329E-1
1,226000	5,160031E-1
1,228000	5,185130E-1
1,230000	5,185130E-1
1,232000	5,109832E-1
1,234000	5,235329E-1
1,236000	5,185130E-1
1,238000	5,134931E-1
1,240000	4,707623E+0
1,242000	4,700093E+0
1,244000	4,712643E+0
1,246000	4,700093E+0
1,248000	4,717663E+0
1,250000	4,705113E+0
1,252000	5,160031E-1
1,254000	5,185130E-1
1,256000	5,134931E-1
1,258000	5,235329E-1
1,260000	5,185130E-1
1,262000	5,210230E-1
1,264000	5,235329E-1
1,266000	5,134931E-1
1,268000	5,185130E-1
1,270000	4,707623E+0
1,272000	4,707623E+0
1,274000	4,710133E+0
1,276000	4,697583E+0
1,278000	4,700093E+0
1,280000	4,710133E+0
1,282000	5,084732E-1
1,284000	5,185130E-1
1,286000	5,185130E-1
1,288000	5,134931E-1
1,290000	5,235329E-1
1,292000	5,160031E-1
1,294000	5,185130E-1
1,296000	5,160031E-1
1,298000	5,160031E-1
1,300000	5,210230E-1
1,302000	4,702603E+0
1,304000	4,707623E+0
1,306000	4,710133E+0
1,308000	4,710133E+0
1,310000	4,705113E+0
1,312000	4,697583E+0
1,314000	5,235329E-1
1,316000	5,134931E-1
1,318000	5,160031E-1
1,320000	5,185130E-1
1,322000	5,134931E-1
1,324000	5,235329E-1
1,326000	5,185130E-1
1,328000	5,109832E-1
1,330000	4,712643E+0
1,332000	4,700093E+0
1,334000	4,705113E+0
1,336000	4,710133E+0
1,338000	4,700093E+0
1,340000	4,705113E+0
1,342000	5,134931E-1
1,344000	5,134931E-1
1,346000	5,210230E-1
1,348000	5,210230E-1
1,350000	5,160031E-1
1,352000	5,260429E-1
1,354000	5,134931E-1
1,356000	5,185130E-1
1,358000	5,160031E-1
1,360000	4,705113E+0
1,362000	4,712643E+0
1,364000	4,710133E+0
1,366000	4,702603E+0
1,368000	4,715153E+0
1,370000	4,707623E+0
1,372000	5,185130E-1
1,374000	5,235329E-1
1,376000	5,109832E-1
1,378000	5,185130E-1
1,380000	5,235329E-1
1,382000	5,134931E-1
1,384000	5,185130E-1
1,386000	5,210230E-1
1,388000	4,702603E+0
1,390000	4,705113E+0
1,392000	4,700093E+0
1,394000	4,697583E+0
1,396000	4,705113E+0
1,398000	4,705113E+0
1,400000	4,702603E+0
1,402000	4,710133E+0
1,404000	4,707623E+0
1,406000	4,710133E+0
1,408000	5,235329E-1
1,410000	5,134931E-1
1,412000	5,160031E-1
1,414000	5,160031E-1
1,416000	5,109832E-1
1,418000	5,235329E-1
1,420000	5,160031E-1
1,422000	5,185130E-1
1,424000	5,235329E-1
1,426000	5,185130E-1
1,428000	5,134931E-1
1,430000	5,235329E-1
1,432000	5,160031E-1
1,434000	5,109832E-1
1,436000	5,235329E-1
1,438000	5,160031E-1
1,440000	5,134931E-1
1,442000	5,235329E-1
1,444000	5,185130E-1
1,446000	5,134931E-1
1,448000	5,185130E-1
1,450000	5,185130E-1
1,452000	5,109832E-1
1,454000	5,185130E-1
1,456000	5,160031E-1
1,458000	5,134931E-1
1,460000	5,210230E-1
1,462000	5,160031E-1
1,464000	5,109832E-1
1,466000	5,235329E-1
1,468000	5,160031E-1
1,470000	5,185130E-1
1,472000	5,235329E-1
1,474000	5,134931E-1
1,476000	5,185130E-1
1,478000	5,160031E-1
1,480000	5,109832E-1
1,482000	5,235329E-1
1,484000	5,160031E-1
1,486000	5,134931E-1
1,488000	5,235329E-1
1,490000	5,134931E-1
1,492000	5,109832E-1
1,494000	5,235329E-1
1,496000	5,185130E-1
1,498000	5,160031E-1
1,500000	5,260429E-1
1,502000	5,134931E-1
1,504000	5,185130E-1
1,506000	5,235329E-1
1,508000	5,134931E-1
1,510000	5,160031E-1
1,512000	5,160031E-1
1,514000	5,109832E-1
1,516000	5,210230E-1
1,518000	5,185130E-1
1,520000	5,134931E-1
1,522000	5,260429E-1
1,524000	5,185130E-1
1,526000	5,134931E-1
1,528000	5,185130E-1
1,530000	5,210230E-1
1,532000	5,134931E-1
1,534000	5,235329E-1
1,536000	5,109832E-1
1,538000	5,185130E-1
1,540000	5,160031E-1
1,542000	5,109832E-1
1,544000	5,235329E-1
1,546000	5,160031E-1
1,548000	5,160031E-1
1,550000	5,235329E-1
1,552000	5,134931E-1
1,554000	5,185130E-1
1,556000	5,235329E-1
1,558000	5,134931E-1
1,560000	5,160031E-1
1,562000	5,235329E-1
1,564000	5,134931E-1
1,566000	5,185130E-1
1,568000	5,185130E-1
1,570000	5,134931E-1
1,572000	5,160031E-1
1,574000	5,185130E-1
1,576000	5,109832E-1
1,578000	5,235329E-1
1,580000	5,160031E-1
1,582000	5,109832E-1
1,584000	5,235329E-1
1,586000	5,185130E-1
1,588000	5,185130E-1
1,590000	5,235329E-1
1,592000	5,134931E-1
1,594000	5,160031E-1
1,596000	5,235329E-1
1,598000	5,109832E-1
1,600000	5,185130E-1
1,602000	5,185130E-1
1,604000	5,134931E-1
1,606000	5,235329E-1
1,608000	5,185130E-1
1,610000	5,109832E-1
1,612000	5,185130E-1
1,614000	5,160031E-1
1,616000	5,134931E-1
1,618000	5,210230E-1
1,620000	5,185130E-1
1,622000	5,109832E-1
1,624000	5,210230E-1
1,626000	5,235329E-1
1,628000	5,160031E-1
1,630000	5,185130E-1
1,632000	5,235329E-1
1,634000	5,185130E-1
1,636000	5,109832E-1
1,638000	5,235329E-1
1,640000	5,160031E-1
1,642000	5,109832E-1
1,644000	5,235329E-1
1,646000	5,185130E-1
1,648000	5,109832E-1
1,650000	5,260429E-1
1,652000	5,210230E-1
1,654000	5,185130E-1
1,656000	5,235329E-1
1,658000	5,160031E-1
1,660000	5,109832E-1
1,662000	5,235329E-1
1,664000	5,185130E-1
1,666000	5,134931E-1
1,668000	5,185130E-1
1,670000	5,160031E-1
1,672000	5,109832E-1
1,674000	5,235329E-1
1,676000	5,160031E-1
1,678000	5,160031E-1
1,680000	5,235329E-1
1,682000	5,185130E-1
1,684000	5,210230E-1
1,686000	5,235329E-1
1,688000	5,134931E-1
1,690000	5,185130E-1
1,692000	5,210230E-1
1,694000	5,185130E-1
1,696000	5,160031E-1
1,698000	5,235329E-1
1,700000	5,210230E-1
1,702000	5,185130E-1
1,704000	5,235329E-1
1,706000	5,210230E-1
1,708000	5,210230E-1
1,710000	5,235329E-1
1,712000	5,134931E-1
1,714000	5,160031E-1
1,716000	5,235329E-1
1,718000	5,160031E-1
1,720000	5,134931E-1
1,722000	5,235329E-1
1,724000	5,160031E-1
1,726000	5,185130E-1
1,728000	5,210230E-1
1,730000	5,134931E-1
1,732000	5,160031E-1
1,734000	5,235329E-1
1,736000	5,185130E-1
1,738000	5,160031E-1
1,740000	5,260429E-1
1,742000	5,109832E-1
1,744000	5,160031E-1
1,746000	5,210230E-1
1,748000	5,109832E-1
1,750000	5,210230E-1
1,752000	5,235329E-1
1,754000	5,185130E-1
1,756000	5,160031E-1
1,758000	5,210230E-1
1,760000	5,134931E-1
1,762000	5,185130E-1
1,764000	5,235329E-1
1,766000	5,109832E-1
1,768000	5,160031E-1
1,770000	5,235329E-1
1,772000	5,134931E-1
1,774000	5,160031E-1
1,776000	5,235329E-1
1,778000	5,185130E-1
1,780000	5,185130E-1
1,782000	5,235329E-1
1,784000	5,160031E-1
1,786000	5,160031E-1
1,788000	5,235329E-1
1,790000	5,185130E-1
1,792000	5,160031E-1
1,794000	5,235329E-1
1,796000	5,109832E-1
1,798000	5,210230E-1
1,800000	5,185130E-1
1,802000	5,109832E-1
1,804000	5,235329E-1
1,806000	5,185130E-1
1,808000	5,109832E-1
1,810000	5,260429E-1
1,812000	5,134931E-1
1,814000	5,160031E-1
1,816000	5,185130E-1
1,818000	5,109832E-1
1,820000	5,160031E-1
1,822000	5,235329E-1
1,824000	5,134931E-1
1,826000	5,185130E-1
1,828000	5,160031E-1
1,830000	5,109832E-1
1,832000	5,235329E-1
1,834000	5,109832E-1
1,836000	5,160031E-1
1,838000	5,160031E-1
1,840000	5,109832E-1
1,842000	5,235329E-1
1,844000	5,160031E-1
1,846000	5,160031E-1
1,848000	5,260429E-1
1,850000	5,134931E-1
1,852000	5,160031E-1
1,854000	5,160031E-1
1,856000	5,109832E-1
1,858000	5,210230E-1
1,860000	5,160031E-1
1,862000	5,185130E-1
1,864000	5,210230E-1
1,866000	5,134931E-1
1,868000	5,185130E-1
1,870000	5,235329E-1
1,872000	5,134931E-1
1,874000	5,185130E-1
1,876000	5,160031E-1
1,878000	5,134931E-1
1,880000	5,160031E-1
1,882000	5,185130E-1
1,884000	5,134931E-1
1,886000	5,235329E-1
1,888000	5,134931E-1
1,890000	5,235329E-1
1,892000	5,210230E-1
1,894000	5,185130E-1
1,896000	5,235329E-1
1,898000	5,109832E-1
1,900000	5,185130E-1
1,902000	5,185130E-1
1,904000	5,109832E-1
1,906000	5,235329E-1
1,908000	5,185130E-1
1,910000	5,185130E-1
1,912000	5,260429E-1
1,914000	5,109832E-1
1,916000	5,160031E-1
1,918000	5,260429E-1
1,920000	5,109832E-1
1,922000	5,185130E-1
1,924000	5,185130E-1
1,926000	5,185130E-1
1,928000	5,235329E-1
1,930000	5,109832E-1
1,932000	5,185130E-1
1,934000	5,160031E-1
1,936000	5,134931E-1
1,938000	5,235329E-1
1,940000	5,185130E-1
1,942000	5,109832E-1
1,944000	5,235329E-1
1,946000	5,185130E-1
1,948000	5,109832E-1
1,950000	5,235329E-1
1,952000	5,134931E-1
1,954000	5,160031E-1
1,956000	5,235329E-1
1,958000	5,134931E-1
1,960000	5,160031E-1
1,962000	5,185130E-1
1,964000	5,134931E-1
1,966000	5,185130E-1
1,968000	5,185130E-1
1,970000	5,109832E-1
1,972000	5,235329E-1
1,974000	5,185130E-1
1,976000	5,109832E-1
1,978000	5,235329E-1
1,980000	5,160031E-1
1,982000	5,109832E-1
1,984000	5,235329E-1
1,986000	5,160031E-1
1,988000	5,134931E-1
1,990000	5,210230E-1
1,992000	5,185130E-1
1,994000	5,160031E-1
1,996000	5,235329E-1
1,998000	5,134931E-1
2,000000	5,185130E-1
2,002000	5,185130E-1
2,004000	5,109832E-1
2,006000	5,235329E-1
2,008000	5,160031E-1
2,010000	5,160031E-1
2,012000	5,235329E-1
2,014000	5,134931E-1
2,016000	5,160031E-1
2,018000	5,185130E-1
2,020000	5,134931E-1
2,022000	5,235329E-1
2,024000	5,185130E-1
2,026000	5,210230E-1
2,028000	5,235329E-1
2,030000	5,109832E-1
2,032000	5,160031E-1
2,034000	5,160031E-1
2,036000	5,134931E-1
2,038000	5,235329E-1
2,040000	5,134931E-1
2,042000	5,210230E-1
2,044000	5,185130E-1
2,046000	5,109832E-1
2,048000	5,235329E-1
2,050000	5,109832E-1
2,052000	5,160031E-1
2,054000	5,185130E-1
2,056000	5,134931E-1
2,058000	5,235329E-1
2,060000	5,185130E-1
2,062000	5,134931E-1
2,064000	5,185130E-1
2,066000	5,185130E-1
2,068000	5,109832E-1
2,070000	5,185130E-1
2,072000	5,185130E-1
2,074000	5,109832E-1
2,076000	5,185130E-1
2,078000	5,185130E-1
2,080000	5,109832E-1
2,082000	5,160031E-1
2,084000	5,235329E-1
2,086000	5,134931E-1
2,088000	5,185130E-1
2,090000	5,235329E-1
2,092000	5,160031E-1
2,094000	5,160031E-1
2,096000	5,235329E-1
2,098000	5,160031E-1
2,100000	5,160031E-1
2,102000	5,235329E-1
2,104000	5,134931E-1
2,106000	5,210230E-1
2,108000	5,235329E-1
2,110000	5,109832E-1
2,112000	5,160031E-1
2,114000	5,185130E-1
2,116000	5,109832E-1
2,118000	5,235329E-1
2,120000	5,160031E-1
2,122000	5,109832E-1
2,124000	5,235329E-1
2,126000	5,185130E-1
2,128000	5,185130E-1
2,130000	5,260429E-1
2,132000	5,109832E-1
2,134000	5,160031E-1
2,136000	5,160031E-1
2,138000	5,160031E-1
2,140000	5,235329E-1
